"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"1",-0.0163193960608987,0.0075660621751622,0.000335568834245807,0.000417461232221726,0.000284425364700812,0.000623470756594859,0.000423547402833966,0.000757291123981674,0.000321390486310805,0.000246972923318381,0.000593190174188558,0.000334569907219292,0.000375723306377632,0.0003929748880648,0.00033686578058426,0.000423622192469001,0.000260073929096691,0.00033508952471266,0.000447721610451078,0.000155357124449223,0.000890165524131564,0.000347359196431609,0.000125369654750079,0.000325122948602035
"2",0.0075660621751622,-0.00982661838105075,7.03131911382877e-05,9.61362150279005e-05,5.82360318678016e-05,0.00021611653625596,0.000102963107076939,0.000214276113521943,7.15854240370627e-05,5.75673490210241e-05,0.000129021576430705,6.98778959690793e-05,0.000109894485359748,9.56753047283229e-05,7.40797064249246e-05,9.16274988266017e-05,6.77584650614322e-05,8.01977965379823e-05,0.00010483427901768,2.99324421824174e-05,0.000317307932841083,8.99609292960007e-05,2.33004087230333e-05,8.98935165426158e-05
"3",0.000335568834245807,7.03131911382877e-05,-0.00169441393672875,4.31549031297653e-05,1.15353080563462e-05,0.000208293876868492,4.01317195875115e-05,4.99107576649903e-05,2.26560955741563e-05,4.53713320604284e-05,1.64609228713096e-05,0.000112086940792089,6.79368590256929e-05,3.15761201005006e-05,1.44271299994884e-05,1.53539665071373e-05,7.31748880183439e-05,4.31444497628467e-05,2.82908692526123e-05,5.20259107310398e-06,0.000115323602983328,0.00014601524365497,3.36414987924655e-06,0.000195120184482291
"4",0.000417461232221726,9.61362150279005e-05,4.31549031297653e-05,-0.00410843852975166,1.76448058713104e-05,0.000124325620606807,0.00221943109827248,9.91564741293005e-05,0.000235237110929085,5.0102342031843e-05,2.32237098271064e-05,3.56919329612225e-05,4.3888345454115e-05,0.000159064826998226,1.99035261670017e-05,2.04079233839934e-05,7.25344575009067e-05,3.04796822289472e-05,2.8633725893368e-05,9.77391733292467e-06,0.000194375755056848,7.88374489568418e-05,7.40027968011455e-06,8.15731960898189e-05
"5",0.000284425364700812,5.82360318678016e-05,1.15353080563462e-05,1.76448058713104e-05,-0.000858513054480283,6.54096195361273e-05,1.71161379306704e-05,2.56487072479871e-05,1.08939920227903e-05,1.2358110080291e-05,2.41415794024456e-05,1.11149488711613e-05,3.45906682899936e-05,1.60921803284608e-05,3.5242630722822e-05,5.77981250011947e-05,1.82665626040886e-05,1.76590637852465e-05,1.7254965754427e-05,1.65420831802743e-05,5.54479669069618e-05,1.82901444338369e-05,8.94607578116487e-06,2.38579821040687e-05
"6",0.000623470756594859,0.00021611653625596,0.000208293876868492,0.000124325620606807,6.54096195361273e-05,-0.00420671528122764,0.000119401882750263,0.00031382300428794,9.175053699478e-05,0.000106735472684789,0.000150718245740752,0.000208729081429552,0.000187801163709179,9.06346965992331e-05,8.46278540874905e-05,8.24120342805289e-05,0.000125699946822939,0.000198914248429149,0.000222039644003288,2.45693411851675e-05,0.000491244733198338,0.000242480975146844,2.65338566962099e-05,0.00020098215331895
"7",0.000423547402833966,0.000102963107076939,4.01317195875115e-05,0.00221943109827248,1.71161379306704e-05,0.000119401882750263,-0.00404387991436339,9.41561047072157e-05,0.000198731975470505,4.70282976513761e-05,2.3724923565865e-05,3.32921930021812e-05,4.3507205696141e-05,0.000165720267314859,1.93483495861174e-05,1.9873883753794e-05,6.8511643249673e-05,2.98420038940523e-05,2.69488981112987e-05,9.3767604506667e-06,0.000183754857719652,7.35052394035602e-05,7.04880975875666e-06,7.69171525758428e-05
"8",0.000757291123981674,0.000214276113521943,4.99107576649903e-05,9.91564741293005e-05,2.56487072479871e-05,0.00031382300428794,9.41561047072157e-05,-0.00584299948061501,5.91734155283286e-05,4.18217932024386e-05,4.60881789678621e-05,4.91537204640402e-05,8.09563217823915e-05,7.10598756614521e-05,3.23302475798241e-05,3.25638885006777e-05,5.52778854006311e-05,5.55009701301919e-05,6.33930816294234e-05,1.30871927244801e-05,0.0035625797749346,3.21099086573038e-05,9.79547433925812e-06,8.38454655710547e-05
"9",0.000321390486310805,7.15854240370627e-05,2.26560955741563e-05,0.000235237110929085,1.08939920227903e-05,9.175053699478e-05,0.000198731975470505,5.91734155283286e-05,-0.00153526014208233,3.1248860627067e-05,1.38974813194887e-05,1.89542843547405e-05,3.30770153744327e-05,8.03849873122528e-05,1.30858187876732e-05,1.37623455531798e-05,4.58731739507454e-05,1.9567103577255e-05,1.63988838595427e-05,5.63363457369702e-06,0.000130218343002218,4.51053297915887e-05,3.94753216586259e-06,5.26863109650757e-05
"10",0.000246972923318381,5.75673490210241e-05,4.53713320604284e-05,5.0102342031843e-05,1.2358110080291e-05,0.000106735472684789,4.70282976513761e-05,4.18217932024386e-05,3.1248860627067e-05,-0.00165393661519246,1.61660415430587e-05,3.2597722776992e-05,4.47062273617684e-05,3.69307037489971e-05,1.38749846426843e-05,1.53969232803109e-05,0.00047531261026874,2.76723117467238e-05,2.08785959074315e-05,6.62346460715642e-06,8.7094722738826e-05,7.71398308591429e-05,4.79903451943103e-06,0.000155536960513557
