"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
"1",1,0.941748462149635,0.813304362684216,0.858350118177491,0.918566794549256,0.865762869408535,0.716623803455653,0.917522028460356,0.297400042179505,0.805833627694296,0.783281938977392,0.755835031422013,0.896056898494016,0.688389943195009,0.906813886861851,0.929590151003273,0.906231301260255,0.750788670652269,0.7438969691075,0.891516651804051,0.94022196209287,0.806659488189943,0.871284806328899,0.906501593258052
"2",0.941748462149635,1,0.775428932414273,0.774123690836309,0.864814001682255,0.815262477680738,0.666807386913273,0.867147491235951,0.360619659385781,0.784833334926675,0.764705039326196,0.701830333352672,0.853510099985775,0.678965382044713,0.858736255707204,0.881785493829795,0.859206095471993,0.695024609405758,0.695351564090566,0.843165698161858,0.890224969852848,0.773645376358363,0.81798230218474,0.85773382707353
"3",0.813304362684216,0.775428932414273,1,0.816209951900613,0.921406210324561,0.916744848928602,0.841546888168299,0.875734508313052,0.423986863078539,0.838454261169979,0.87298925024084,0.844426850691126,0.86072922980411,0.765529260515967,0.880893745140004,0.83457851669554,0.913447963690724,0.923021430168337,0.858557889511982,0.887210865900096,0.893725041551458,0.879463372522969,0.898836722429838,0.887629999635072
"4",0.858350118177491,0.774123690836309,0.816209951900613,1,0.871915350127083,0.847194909766429,0.747136583416457,0.887785379114983,0.397642668451062,0.751580726274973,0.745011520305183,0.686141758153837,0.876304292941441,0.746635659524806,0.884041088794677,0.909245143752368,0.826634948944906,0.77000513809196,0.767437827585597,0.874013766449256,0.900973742925965,0.80327681250371,0.878100369428831,0.872159620674891
"5",0.918566794549256,0.864814001682255,0.921406210324561,0.871915350127083,1,0.953038668476599,0.818035082581316,0.964158641356592,0.316681119700226,0.84727996821773,0.833760843074475,0.8240455961156,0.91623234773652,0.743031534511712,0.961265976460029,0.947563545020053,0.945487878464423,0.861626768204794,0.860666282310266,0.919450052041448,0.977741500320316,0.91198064499748,0.925989604144203,0.94710544106532
"6",0.865762869408535,0.815262477680738,0.916744848928602,0.847194909766429,0.953038668476599,1,0.87978360698092,0.889998800379056,0.343313105124544,0.927308003297698,0.757575992351837,0.756546239054304,0.957426702338355,0.799008477984803,0.974099720253792,0.901778392301751,0.973631552463593,0.860478941828753,0.944610487525126,0.868409675010589,0.957787508171146,0.966438897484947,0.946912695896782,0.975550041153369
"7",0.716623803455653,0.666807386913273,0.841546888168299,0.747136583416457,0.818035082581316,0.87978360698092,1,0.776117751584366,0.460880996912683,0.908790469484831,0.7727072139568,0.808127247328063,0.856805409286223,0.93065731543284,0.859240182683143,0.784061666786722,0.824046353421941,0.952398421611463,0.947723158035792,0.741214941621709,0.8209751406616,0.850567625726041,0.906339391406202,0.833929906802165
"8",0.917522028460356,0.867147491235951,0.875734508313052,0.887785379114983,0.964158641356592,0.889998800379056,0.776117751584366,1,0.316942533182332,0.779501738095805,0.809930543695916,0.777522259235771,0.88301040421034,0.742872758229408,0.91791733832764,0.968169278521187,0.878383874517024,0.814717130266021,0.793482806620991,0.937042134961701,0.950647717410099,0.865124646322233,0.92602160744367,0.890778465736476
"9",0.297400042179505,0.360619659385781,0.423986863078539,0.397642668451062,0.316681119700226,0.343313105124544,0.460880996912683,0.316942533182332,1,0.35634875460527,0.354693885975206,0.369097002777886,0.306984334487714,0.454964758084618,0.306058196121705,0.292304745483757,0.331448980825525,0.502177647223957,0.415335433160064,0.321483794565403,0.290806609070497,0.348076818823618,0.392232513315029,0.297249567129874
"10",0.805833627694296,0.784833334926675,0.838454261169979,0.751580726274973,0.84727996821773,0.927308003297698,0.908790469484831,0.779501738095805,0.35634875460527,1,0.700561322992297,0.802303474390996,0.908160302063607,0.857415863375386,0.899814970358647,0.799020602840891,0.919727366096462,0.871783987500299,0.955276656514033,0.748594551658881,0.866537091437828,0.912203928814616,0.907526754623227,0.910634004014115
"11",0.783281938977392,0.764705039326196,0.87298925024084,0.745011520305183,0.833760843074475,0.757575992351837,0.7727072139568,0.809930543695916,0.354693885975206,0.700561322992297,1,0.84515648133367,0.824484020466728,0.896270249482235,0.761741593382699,0.769425210848902,0.786176005849691,0.73902262683288,0.694616125554478,0.908715046426038,0.798024373244042,0.753865714942086,0.766126716639513,0.79367714631404
"12",0.755835031422013,0.701830333352672,0.844426850691126,0.686141758153837,0.8240455961156,0.756546239054304,0.808127247328063,0.777522259235771,0.369097002777886,0.802303474390996,0.84515648133367,1,0.704606432890053,0.74074795302895,0.762258333687814,0.734707610663793,0.783262725239417,0.881482562861721,0.774078157472965,0.764577624742531,0.763702255966867,0.722579797115357,0.789356604257661,0.746951516018068
"13",0.896056898494016,0.853510099985775,0.86072922980411,0.876304292941441,0.91623234773652,0.957426702338355,0.856805409286223,0.88301040421034,0.306984334487714,0.908160302063607,0.824484020466728,0.704606432890053,1,0.847025500552248,0.95705732735671,0.908370147821782,0.961899263555815,0.798778038626823,0.902296620858897,0.901909348119187,0.951453433810168,0.937296108580849,0.930017490828105,0.986806627632674
"14",0.688389943195009,0.678965382044713,0.765529260515967,0.746635659524806,0.743031534511712,0.799008477984803,0.93065731543284,0.742872758229408,0.454964758084618,0.857415863375386,0.896270249482235,0.74074795302895,0.847025500552248,1,0.802317531427276,0.762513227287455,0.739569053380795,0.890253314640345,0.880017742996082,0.820483962069743,0.775117999296411,0.837194595907312,0.871110133449888,0.788994521272067
"15",0.906813886861851,0.858736255707204,0.880893745140004,0.884041088794677,0.961265976460029,0.974099720253792,0.859240182683143,0.91791733832764,0.306058196121705,0.899814970358647,0.761741593382699,0.762258333687814,0.95705732735671,0.802317531427276,1,0.961689054916316,0.959965572604803,0.846050578890936,0.91364949985748,0.870932288288713,0.985133738552623,0.944785163063418,0.943482557352876,0.970884927210586
"16",0.929590151003273,0.881785493829795,0.83457851669554,0.909245143752368,0.947563545020053,0.901778392301751,0.784061666786722,0.968169278521187,0.292304745483757,0.799020602840891,0.769425210848902,0.734707610663793,0.908370147821782,0.762513227287455,0.961689054916316,1,0.889574647486772,0.792702822838497,0.811720458594852,0.889119911915891,0.969440345647267,0.868337378863772,0.930473699064645,0.910768433961551
"17",0.906231301260255,0.859206095471993,0.913447963690724,0.826634948944906,0.945487878464423,0.973631552463593,0.824046353421941,0.878383874517024,0.331448980825525,0.919727366096462,0.786176005849691,0.783262725239417,0.961899263555815,0.739569053380795,0.959965572604803,0.889574647486772,1,0.837372982459716,0.897053140531119,0.866499747536891,0.955044093405927,0.940783140125817,0.915119696327129,0.983398378754658
